NUM_STUDENTS, 600
FIRST_NAME, LAST_NAME, HR_TEACH, FIRST_PERIOD, STUDENT_ID, GRADE, SEL1_ID, SEL1_TEACH, SEL2_ID, SEL2_TEACH, SEL3_ID, SEL3_TEACH, SEL4_ID, SEL4_TEACH
 Mason,  Johnson,  Ellsworth G,  Beaumont S, 119662, 9, 31,  Galloway J, 3,  Kingsley O, 4,  Eversley A, 41,  Whitmore H
 Benjamin,  Moore,  Fairfax O,  Rutherford E, 181862, 10, 22,  Ellsworth G, 40,  Montgomery O, 15,  Haverford G, 12,  Fitzwilliam E
 Isabella,  Thompson,  Fairfax O,  Fitzwilliam E, 193655, 11, 34,  Rutherford E, 2,  Greystone M, 24,  Blackwood I, 36,  Kingsley D
 Logan,  Sanchez,  Montgomery C,  Fairfax O, 193266, 12, 21,  Fairfax O, 3,  Kingsley O, 33,  Langley G, 31,  Galloway J
 Alexander,  Miller,  Fitzwilliam J,  Underwood M, 106866, 7, 22,  Ellsworth G, 5,  Tennyson C, 35,  Vance J, 31,  Galloway J
 Wyatt,  Hill,  Marlowe S,  Ravenscroft A, 190903, 8, 34,  Rutherford E, 1,  Marlowe B, 9,  Quincy B, 30,  Sinclair J
 Ava,  Thompson,  Kingsley H,  Wainwright J, 152576, 9, 28,  Ainsworth G, 13,  Radcliffe L, 33,  Langley G, 32,  Ravenscroft S
 Ellie,  Hill,  Fitzwilliam J,  Beaumont S, 145650, 10, 41,  Whitmore H, 2,  Greystone M, 34,  Rutherford E, 29,  Montgomery C
 Liam,  Perez,  Rutherford E,  Beaumont S, 166319, 11, 29,  Montgomery C, 39,  Abernathy S, 22,  Ellsworth G, 30,  Sinclair J
 Mia,  Davis,  Ravenscroft S,  Fairfax R, 154542, 12, 19,  Montgomery C, 23,  Ravenscroft A, 40,  Montgomery O, 7,  Ashford S
 Evelyn,  White,  Sinclair J,  Vance J, 139595, 7, 1,  Marlowe B, 24,  Blackwood I, 14,  Beaumont S, 35,  Vance J
 Gianna,  Clark,  Davenport W,  Marlowe S, 194866, 8, 17,  Ingram O, 41,  Whitmore H, 33,  Langley G, 4,  Eversley A
 Noah,  Lewis,  Vance J,  Vance J, 140086, 9, 10,  Greystone O, 32,  Ravenscroft S, 35,  Vance J, 34,  Rutherford E
 Henry,  Campbell,  Fitzwilliam E,  Greystone O, 194960, 10, 20,  Fairfax R, 27,  Underwood M, 5,  Tennyson C, 3,  Kingsley O
 Mila,  Rivera,  Ravenscroft S,  Tennyson C, 159340, 11, 13,  Radcliffe L, 20,  Fairfax R, 33,  Langley G, 18,  Kingsley H
 Wyatt,  Allen,  Eversley A,  Langley G, 143195, 12, 5,  Tennyson C, 3,  Kingsley O, 15,  Haverford G, 32,  Ravenscroft S
 Gianna,  Robinson,  Kingsley O,  Montgomery C, 109977, 7, 16,  Ormsby M, 19,  Montgomery C, 39,  Abernathy S, 27,  Underwood M
 Chloe,  Sanchez,  Montgomery C,  Beaumont S, 157101, 8, 37,  Davenport W, 14,  Beaumont S, 18,  Kingsley H, 8,  Yardley A
 William,  Scott,  Montgomery C,  Ravenscroft S, 185978, 9, 9,  Quincy B, 8,  Yardley A, 2,  Greystone M, 4,  Eversley A
 Carter,  Martin,  Kingsley H,  Kingsley D, 106491, 10, 18,  Kingsley H, 2,  Greystone M, 24,  Blackwood I, 6,  Fitzwilliam J
 Sebastian,  Torres,  Fitzwilliam J,  Vance J, 141641, 11, 36,  Kingsley D, 24,  Blackwood I, 26,  Whitmore C, 41,  Whitmore H
 Ellie,  Clark,  Ashford S,  Kingsley H, 197607, 12, 33,  Langley G, 12,  Fitzwilliam E, 10,  Greystone O, 6,  Fitzwilliam J
 Jack,  Ramirez,  Fitzwilliam E,  Sinclair J, 108424, 7, 28,  Ainsworth G, 9,  Quincy B, 26,  Whitmore C, 15,  Haverford G
 Chloe,  Scott,  Ashford S,  Fairfax O, 192436, 8, 41,  Whitmore H, 13,  Radcliffe L, 7,  Ashford S, 3,  Kingsley O
 Olivia,  Garcia,  Blackwood I,  Blackwood I, 169698, 9, 11,  Wainwright J, 14,  Beaumont S, 30,  Sinclair J, 2,  Greystone M
 Jack,  Lewis,  Eversley A,  Galloway J, 135946, 10, 23,  Ravenscroft A, 36,  Kingsley D, 6,  Fitzwilliam J, 16,  Ormsby M
 James,  Torres,  Marlowe S,  Kingsley D, 102675, 11, 29,  Montgomery C, 22,  Ellsworth G, 36,  Kingsley D, 23,  Ravenscroft A
 Oliver,  Nguyen,  Yardley A,  Kingsley O, 197911, 12, 9,  Quincy B, 12,  Fitzwilliam E, 38,  Marlowe S, 3,  Kingsley O
 Lily,  Flores,  Ainsworth G,  Radcliffe L, 134134, 7, 22,  Ellsworth G, 30,  Sinclair J, 15,  Haverford G, 8,  Yardley A
 Alexander,  Allen,  Vance J,  Ormsby M, 110092, 8, 30,  Sinclair J, 20,  Fairfax R, 33,  Langley G, 3,  Kingsley O
 Daniel,  Taylor,  Montgomery C,  Fitzwilliam E, 101710, 9, 37,  Davenport W, 28,  Ainsworth G, 32,  Ravenscroft S, 9,  Quincy B
 Alexander,  Flores,  Ellsworth G,  Ravenscroft A, 189933, 10, 29,  Montgomery C, 18,  Kingsley H, 41,  Whitmore H, 12,  Fitzwilliam E
 Sophia,  Baker,  Montgomery C,  Ainsworth G, 163719, 11, 20,  Fairfax R, 11,  Wainwright J, 6,  Fitzwilliam J, 14,  Beaumont S
 Jackson,  Martin,  Eversley A,  Abernathy S, 194539, 12, 39,  Abernathy S, 29,  Montgomery C, 33,  Langley G, 30,  Sinclair J
 Carter,  Flores,  Langley G,  Langley G, 178670, 7, 14,  Beaumont S, 28,  Ainsworth G, 6,  Fitzwilliam J, 7,  Ashford S
 Nora,  Ramirez,  Ainsworth G,  Rutherford E, 196580, 8, 17,  Ingram O, 25,  Ravenscroft S, 5,  Tennyson C, 7,  Ashford S
 Nora,  Lee,  Ravenscroft A,  Ellsworth G, 189727, 9, 10,  Greystone O, 31,  Galloway J, 22,  Ellsworth G, 5,  Tennyson C
 Mason,  Roberts,  Montgomery C,  Ravenscroft S, 187839, 10, 1,  Marlowe B, 33,  Langley G, 27,  Underwood M, 28,  Ainsworth G
 Mateo,  Harris,  Rutherford E,  Montgomery C, 106940, 11, 38,  Marlowe S, 11,  Wainwright J, 40,  Montgomery O, 20,  Fairfax R
 Liam,  Wright,  Ashford S,  Yardley A, 167394, 12, 31,  Galloway J, 17,  Ingram O, 18,  Kingsley H, 12,  Fitzwilliam E
 Joseph,  Hernandez,  Yardley A,  Whitmore C, 156345, 7, 19,  Montgomery C, 10,  Greystone O, 18,  Kingsley H, 1,  Marlowe B
 Luna,  Lewis,  Underwood M,  Marlowe B, 180796, 8, 11,  Wainwright J, 33,  Langley G, 28,  Ainsworth G, 32,  Ravenscroft S
 Ava,  Brown,  Galloway J,  Sinclair J, 191227, 9, 30,  Sinclair J, 18,  Kingsley H, 24,  Blackwood I, 20,  Fairfax R
 Owen,  Green,  Wainwright J,  Ingram O, 168075, 10, 5,  Tennyson C, 17,  Ingram O, 30,  Sinclair J, 31,  Galloway J
 Samuel,  Thompson,  Yardley A,  Fairfax O, 189158, 11, 4,  Eversley A, 39,  Abernathy S, 34,  Rutherford E, 31,  Galloway J
 Layla,  Baker,  Davenport W,  Blackwood I, 194657, 12, 13,  Radcliffe L, 9,  Quincy B, 29,  Montgomery C, 22,  Ellsworth G
 Emma,  Jackson,  Ingram O,  Quincy B, 127964, 7, 32,  Ravenscroft S, 12,  Fitzwilliam E, 10,  Greystone O, 36,  Kingsley D
 Jack,  Roberts,  Whitmore C,  Radcliffe L, 186581, 8, 23,  Ravenscroft A, 29,  Montgomery C, 13,  Radcliffe L, 25,  Ravenscroft S
 Benjamin,  Torres,  Fitzwilliam E,  Radcliffe L, 109822, 9, 6,  Fitzwilliam J, 35,  Vance J, 37,  Davenport W, 33,  Langley G
 Luna,  Lewis,  Montgomery C,  Eversley A, 142011, 10, 41,  Whitmore H, 27,  Underwood M, 39,  Abernathy S, 33,  Langley G
 Ellie,  White,  Greystone O,  Ravenscroft S, 170731, 11, 17,  Ingram O, 19,  Montgomery C, 33,  Langley G, 10,  Greystone O
 Samuel,  Perez,  Radcliffe L,  Fairfax O, 125254, 12, 6,  Fitzwilliam J, 35,  Vance J, 12,  Fitzwilliam E, 13,  Radcliffe L
 Wyatt,  Smith,  Fitzwilliam E,  Greystone O, 165697, 7, 17,  Ingram O, 31,  Galloway J, 27,  Underwood M, 5,  Tennyson C
 Jack,  Lopez,  Ravenscroft A,  Davenport W, 138184, 8, 24,  Blackwood I, 3,  Kingsley O, 15,  Haverford G, 38,  Marlowe S
 Grace,  Hall,  Montgomery O,  Ravenscroft A, 176860, 9, 28,  Ainsworth G, 17,  Ingram O, 6,  Fitzwilliam J, 40,  Montgomery O
 Grace,  Thompson,  Montgomery O,  Wainwright J, 169803, 10, 28,  Ainsworth G, 25,  Ravenscroft S, 38,  Marlowe S, 35,  Vance J
 Mia,  Gonzalez,  Langley G,  Haverford G, 193382, 11, 18,  Kingsley H, 1,  Marlowe B, 20,  Fairfax R, 13,  Radcliffe L
 Samuel,  Johnson,  Kingsley O,  Whitmore C, 112685, 12, 19,  Montgomery C, 31,  Galloway J, 1,  Marlowe B, 23,  Ravenscroft A
 Lucas,  Flores,  Ashford S,  Montgomery C, 114895, 7, 5,  Tennyson C, 17,  Ingram O, 36,  Kingsley D, 1,  Marlowe B
 Sophia,  Young,  Beaumont S,  Ravenscroft S, 161784, 8, 10,  Greystone O, 7,  Ashford S, 20,  Fairfax R, 26,  Whitmore C
 Wyatt,  Torres,  Kingsley H,  Yardley A, 184347, 9, 15,  Haverford G, 33,  Langley G, 39,  Abernathy S, 27,  Underwood M
 Owen,  Harris,  Haverford G,  Ellsworth G, 109629, 10, 1,  Marlowe B, 36,  Kingsley D, 10,  Greystone O, 15,  Haverford G
 Sophia,  Carter,  Marlowe S,  Ravenscroft S, 143907, 11, 14,  Beaumont S, 9,  Quincy B, 31,  Galloway J, 19,  Montgomery C
 Camila,  Torres,  Fitzwilliam E,  Eversley A, 199657, 12, 41,  Whitmore H, 9,  Quincy B, 22,  Ellsworth G, 16,  Ormsby M
 Ella,  Torres,  Eversley A,  Haverford G, 144064, 7, 6,  Fitzwilliam J, 20,  Fairfax R, 37,  Davenport W, 10,  Greystone O
 Lily,  Williams,  Whitmore H,  Beaumont S, 120822, 8, 28,  Ainsworth G, 37,  Davenport W, 38,  Marlowe S, 27,  Underwood M
 Charlotte,  Taylor,  Langley G,  Eversley A, 145275, 9, 37,  Davenport W, 20,  Fairfax R, 7,  Ashford S, 39,  Abernathy S
 Camila,  Campbell,  Ingram O,  Haverford G, 165545, 10, 3,  Kingsley O, 39,  Abernathy S, 6,  Fitzwilliam J, 24,  Blackwood I
 Aria,  Thomas,  Montgomery C,  Beaumont S, 158737, 11, 4,  Eversley A, 1,  Marlowe B, 37,  Davenport W, 2,  Greystone M
 Liam,  Martinez,  Underwood M,  Fitzwilliam J, 120458, 12, 14,  Beaumont S, 22,  Ellsworth G, 35,  Vance J, 3,  Kingsley O
 Owen,  Adams,  Ainsworth G,  Fitzwilliam J, 196887, 7, 36,  Kingsley D, 21,  Fairfax O, 9,  Quincy B, 28,  Ainsworth G
 Henry,  Jones,  Kingsley H,  Yardley A, 146578, 8, 21,  Fairfax O, 40,  Montgomery O, 8,  Yardley A, 17,  Ingram O
 Ava,  Thompson,  Ormsby M,  Greystone O, 117817, 9, 39,  Abernathy S, 34,  Rutherford E, 38,  Marlowe S, 6,  Fitzwilliam J
 Henry,  Smith,  Ainsworth G,  Yardley A, 152750, 10, 25,  Ravenscroft S, 33,  Langley G, 15,  Haverford G, 16,  Ormsby M
 Noah,  Martinez,  Ellsworth G,  Yardley A, 100669, 11, 2,  Greystone M, 3,  Kingsley O, 28,  Ainsworth G, 38,  Marlowe S
 Grace,  Mitchell,  Tennyson C,  Marlowe B, 113033, 12, 33,  Langley G, 41,  Whitmore H, 31,  Galloway J, 21,  Fairfax O
 Layla,  Thomas,  Fitzwilliam E,  Marlowe B, 106367, 7, 2,  Greystone M, 17,  Ingram O, 13,  Radcliffe L, 18,  Kingsley H
 Riley,  Anderson,  Ormsby M,  Montgomery C, 191750, 8, 20,  Fairfax R, 29,  Montgomery C, 5,  Tennyson C, 39,  Abernathy S
 Ethan,  Young,  Kingsley D,  Ravenscroft S, 122190, 9, 32,  Ravenscroft S, 34,  Rutherford E, 5,  Tennyson C, 19,  Montgomery C
 Gianna,  Taylor,  Fairfax R,  Vance J, 132202, 10, 35,  Vance J, 37,  Davenport W, 8,  Yardley A, 34,  Rutherford E
 Grace,  Hernandez,  Galloway J,  Fitzwilliam E, 173889, 11, 28,  Ainsworth G, 12,  Fitzwilliam E, 3,  Kingsley O, 1,  Marlowe B
 Layla,  Adams,  Abernathy S,  Ellsworth G, 174856, 12, 16,  Ormsby M, 38,  Marlowe S, 29,  Montgomery C, 41,  Whitmore H
 Isabella,  Moore,  Kingsley O,  Marlowe S, 182947, 7, 5,  Tennyson C, 18,  Kingsley H, 38,  Marlowe S, 19,  Montgomery C
 Ellie,  Wright,  Quincy B,  Radcliffe L, 116434, 8, 23,  Ravenscroft A, 16,  Ormsby M, 13,  Radcliffe L, 25,  Ravenscroft S
 Benjamin,  Nguyen,  Greystone M,  Fitzwilliam J, 166810, 9, 9,  Quincy B, 32,  Ravenscroft S, 33,  Langley G, 4,  Eversley A
 Noah,  Williams,  Sinclair J,  Kingsley O, 184810, 10, 3,  Kingsley O, 2,  Greystone M, 25,  Ravenscroft S, 24,  Blackwood I
 Lucas,  Thomas,  Ravenscroft A,  Fitzwilliam E, 180073, 11, 12,  Fitzwilliam E, 3,  Kingsley O, 26,  Whitmore C, 6,  Fitzwilliam J
 Alexander,  Campbell,  Galloway J,  Marlowe S, 132232, 12, 28,  Ainsworth G, 5,  Tennyson C, 16,  Ormsby M, 12,  Fitzwilliam E
 Amelia,  Perez,  Montgomery C,  Ainsworth G, 152045, 7, 32,  Ravenscroft S, 3,  Kingsley O, 2,  Greystone M, 24,  Blackwood I
 Owen,  Green,  Beaumont S,  Vance J, 135696, 8, 37,  Davenport W, 15,  Haverford G, 6,  Fitzwilliam J, 34,  Rutherford E
 Ava,  Flores,  Abernathy S,  Ravenscroft S, 113244, 9, 7,  Ashford S, 4,  Eversley A, 11,  Wainwright J, 35,  Vance J
 Jackson,  Harris,  Sinclair J,  Marlowe B, 144830, 10, 40,  Montgomery O, 17,  Ingram O, 29,  Montgomery C, 24,  Blackwood I
 Zoey,  Sanchez,  Ravenscroft A,  Ashford S, 116048, 11, 40,  Montgomery O, 6,  Fitzwilliam J, 39,  Abernathy S, 34,  Rutherford E
 Emma,  Lopez,  Yardley A,  Fairfax O, 154519, 12, 11,  Wainwright J, 19,  Montgomery C, 3,  Kingsley O, 21,  Fairfax O
 Mia,  Baker,  Kingsley O,  Abernathy S, 194373, 7, 6,  Fitzwilliam J, 9,  Quincy B, 19,  Montgomery C, 31,  Galloway J
 Amelia,  Thomas,  Beaumont S,  Ashford S, 171264, 8, 34,  Rutherford E, 27,  Underwood M, 14,  Beaumont S, 33,  Langley G
 Scarlett,  Adams,  Fitzwilliam J,  Kingsley O, 172604, 9, 21,  Fairfax O, 28,  Ainsworth G, 18,  Kingsley H, 26,  Whitmore C
 Lucas,  Harris,  Kingsley H,  Quincy B, 109734, 10, 20,  Fairfax R, 8,  Yardley A, 29,  Montgomery C, 22,  Ellsworth G
 Harper,  Lopez,  Vance J,  Ravenscroft S, 195340, 11, 28,  Ainsworth G, 35,  Vance J, 27,  Underwood M, 33,  Langley G
 William,  Moore,  Ellsworth G,  Fitzwilliam J, 109118, 12, 34,  Rutherford E, 22,  Ellsworth G, 31,  Galloway J, 2,  Greystone M
 Emma,  Moore,  Montgomery C,  Wainwright J, 137520, 7, 35,  Vance J, 2,  Greystone M, 40,  Montgomery O, 29,  Montgomery C
 Alexander,  Martinez,  Kingsley O,  Vance J, 192468, 8, 8,  Yardley A, 21,  Fairfax O, 15,  Haverford G, 12,  Fitzwilliam E
 Owen,  Robinson,  Blackwood I,  Davenport W, 106117, 9, 41,  Whitmore H, 12,  Fitzwilliam E, 22,  Ellsworth G, 15,  Haverford G
 Daniel,  Young,  Ravenscroft A,  Ingram O, 130077, 10, 28,  Ainsworth G, 16,  Ormsby M, 26,  Whitmore C, 32,  Ravenscroft S
 Daniel,  Johnson,  Radcliffe L,  Ravenscroft S, 194545, 11, 14,  Beaumont S, 7,  Ashford S, 2,  Greystone M, 21,  Fairfax O
 Camila,  Young,  Fairfax R,  Fitzwilliam E, 142142, 12, 22,  Ellsworth G, 30,  Sinclair J, 2,  Greystone M, 41,  Whitmore H
 Riley,  Davis,  Ravenscroft S,  Fitzwilliam E, 134297, 7, 41,  Whitmore H, 18,  Kingsley H, 31,  Galloway J, 35,  Vance J
 Riley,  Lee,  Ravenscroft A,  Kingsley O, 167663, 8, 23,  Ravenscroft A, 4,  Eversley A, 26,  Whitmore C, 13,  Radcliffe L
 Oliver,  Rodriguez,  Ravenscroft S,  Galloway J, 129313, 9, 24,  Blackwood I, 26,  Whitmore C, 5,  Tennyson C, 2,  Greystone M
 Elijah,  Brown,  Ravenscroft A,  Davenport W, 132959, 10, 36,  Kingsley D, 15,  Haverford G, 25,  Ravenscroft S, 18,  Kingsley H
 Amelia,  Lopez,  Beaumont S,  Ingram O, 101363, 11, 20,  Fairfax R, 39,  Abernathy S, 41,  Whitmore H, 26,  Whitmore C
 Mia,  Sanchez,  Whitmore H,  Beaumont S, 145334, 12, 41,  Whitmore H, 3,  Kingsley O, 31,  Galloway J, 29,  Montgomery C
 Jack,  Clark,  Yardley A,  Montgomery C, 194618, 7, 36,  Kingsley D, 24,  Blackwood I, 1,  Marlowe B, 17,  Ingram O
 Grace,  Lopez,  Greystone O,  Whitmore H, 121834, 8, 23,  Ravenscroft A, 2,  Greystone M, 6,  Fitzwilliam J, 37,  Davenport W
 Henry,  Allen,  Ellsworth G,  Montgomery C, 193560, 9, 10,  Greystone O, 35,  Vance J, 11,  Wainwright J, 41,  Whitmore H
 Mateo,  Hernandez,  Ashford S,  Marlowe B, 154245, 10, 13,  Radcliffe L, 14,  Beaumont S, 7,  Ashford S, 19,  Montgomery C
 Carter,  Jones,  Davenport W,  Fairfax R, 153125, 11, 37,  Davenport W, 8,  Yardley A, 4,  Eversley A, 16,  Ormsby M
 Ava,  Taylor,  Greystone M,  Quincy B, 179499, 12, 6,  Fitzwilliam J, 40,  Montgomery O, 20,  Fairfax R, 31,  Galloway J
 Zoey,  Allen,  Blackwood I,  Galloway J, 163513, 7, 21,  Fairfax O, 24,  Blackwood I, 28,  Ainsworth G, 27,  Underwood M
 Camila,  Flores,  Whitmore H,  Tennyson C, 159053, 8, 11,  Wainwright J, 4,  Eversley A, 30,  Sinclair J, 17,  Ingram O
 Ethan,  Miller,  Yardley A,  Ravenscroft A, 130540, 9, 3,  Kingsley O, 5,  Tennyson C, 21,  Fairfax O, 12,  Fitzwilliam E
 Elijah,  Garcia,  Kingsley D,  Sinclair J, 130642, 10, 38,  Marlowe S, 36,  Kingsley D, 26,  Whitmore C, 33,  Langley G
 Harper,  Jackson,  Greystone M,  Galloway J, 153294, 11, 27,  Underwood M, 10,  Greystone O, 1,  Marlowe B, 28,  Ainsworth G
 Charlotte,  Harris,  Fairfax R,  Eversley A, 192444, 12, 20,  Fairfax R, 25,  Ravenscroft S, 5,  Tennyson C, 28,  Ainsworth G
 Elijah,  Flores,  Galloway J,  Rutherford E, 140776, 7, 32,  Ravenscroft S, 2,  Greystone M, 24,  Blackwood I, 29,  Montgomery C
 Grace,  Roberts,  Haverford G,  Montgomery O, 150610, 8, 34,  Rutherford E, 36,  Kingsley D, 28,  Ainsworth G, 27,  Underwood M
 Chloe,  Adams,  Greystone O,  Vance J, 168666, 9, 22,  Ellsworth G, 40,  Montgomery O, 39,  Abernathy S, 11,  Wainwright J
 William,  Allen,  Galloway J,  Fitzwilliam E, 190654, 10, 30,  Sinclair J, 11,  Wainwright J, 21,  Fairfax O, 35,  Vance J
 Gianna,  Flores,  Eversley A,  Greystone M, 162639, 11, 23,  Ravenscroft A, 38,  Marlowe S, 3,  Kingsley O, 12,  Fitzwilliam E
 William,  Johnson,  Ainsworth G,  Montgomery C, 123263, 12, 19,  Montgomery C, 1,  Marlowe B, 8,  Yardley A, 24,  Blackwood I
 Carter,  Williams,  Haverford G,  Sinclair J, 130656, 7, 37,  Davenport W, 23,  Ravenscroft A, 6,  Fitzwilliam J, 35,  Vance J
 Charlotte,  Flores,  Ingram O,  Ravenscroft S, 146156, 8, 36,  Kingsley D, 1,  Marlowe B, 41,  Whitmore H, 3,  Kingsley O
 Jack,  Thompson,  Ashford S,  Montgomery C, 127030, 9, 2,  Greystone M, 31,  Galloway J, 20,  Fairfax R, 35,  Vance J
 Daniel,  Hernandez,  Montgomery C,  Wainwright J, 101915, 10, 4,  Eversley A, 9,  Quincy B, 7,  Ashford S, 12,  Fitzwilliam E
 Ella,  Roberts,  Sinclair J,  Kingsley H, 187496, 11, 17,  Ingram O, 24,  Blackwood I, 18,  Kingsley H, 28,  Ainsworth G
 Chloe,  Anderson,  Montgomery C,  Kingsley O, 155374, 12, 41,  Whitmore H, 29,  Montgomery C, 36,  Kingsley D, 19,  Montgomery C
 Ava,  Carter,  Abernathy S,  Langley G, 189062, 7, 33,  Langley G, 35,  Vance J, 27,  Underwood M, 9,  Quincy B
 Ethan,  Moore,  Rutherford E,  Kingsley D, 150668, 8, 39,  Abernathy S, 10,  Greystone O, 34,  Rutherford E, 18,  Kingsley H
 Evelyn,  Anderson,  Ormsby M,  Vance J, 158458, 9, 5,  Tennyson C, 19,  Montgomery C, 24,  Blackwood I, 36,  Kingsley D
 William,  Ramirez,  Marlowe B,  Marlowe B, 125993, 10, 14,  Beaumont S, 31,  Galloway J, 21,  Fairfax O, 37,  Davenport W
 Layla,  Wright,  Whitmore C,  Greystone O, 123286, 11, 40,  Montgomery O, 39,  Abernathy S, 6,  Fitzwilliam J, 9,  Quincy B
 Harper,  Thompson,  Ellsworth G,  Haverford G, 112043, 12, 41,  Whitmore H, 8,  Yardley A, 28,  Ainsworth G, 24,  Blackwood I
 Grace,  Perez,  Kingsley O,  Quincy B, 138532, 7, 4,  Eversley A, 27,  Underwood M, 21,  Fairfax O, 14,  Beaumont S
 Levi,  Hernandez,  Montgomery C,  Rutherford E, 146203, 8, 13,  Radcliffe L, 10,  Greystone O, 30,  Sinclair J, 22,  Ellsworth G
 Charlotte,  Clark,  Fairfax O,  Underwood M, 125317, 9, 27,  Underwood M, 5,  Tennyson C, 21,  Fairfax O, 16,  Ormsby M
 Luna,  Williams,  Sinclair J,  Sinclair J, 163331, 10, 15,  Haverford G, 29,  Montgomery C, 2,  Greystone M, 27,  Underwood M
 Lily,  Hall,  Vance J,  Ravenscroft S, 142260, 11, 15,  Haverford G, 5,  Tennyson C, 12,  Fitzwilliam E, 3,  Kingsley O
 Luna,  Young,  Ravenscroft S,  Eversley A, 116121, 12, 36,  Kingsley D, 27,  Underwood M, 5,  Tennyson C, 26,  Whitmore C
 Ella,  Campbell,  Ravenscroft S,  Ravenscroft S, 169447, 7, 7,  Ashford S, 26,  Whitmore C, 25,  Ravenscroft S, 30,  Sinclair J
 Mila,  Roberts,  Quincy B,  Ingram O, 145906, 8, 19,  Montgomery C, 9,  Quincy B, 30,  Sinclair J, 32,  Ravenscroft S
 Jackson,  Martinez,  Langley G,  Kingsley D, 134913, 9, 24,  Blackwood I, 11,  Wainwright J, 9,  Quincy B, 28,  Ainsworth G
 Emma,  White,  Vance J,  Ingram O, 129174, 10, 12,  Fitzwilliam E, 1,  Marlowe B, 37,  Davenport W, 8,  Yardley A
 Benjamin,  Roberts,  Ravenscroft S,  Tennyson C, 116269, 11, 34,  Rutherford E, 40,  Montgomery O, 23,  Ravenscroft A, 3,  Kingsley O
 Emma,  Johnson,  Ainsworth G,  Montgomery C, 149072, 12, 24,  Blackwood I, 4,  Eversley A, 39,  Abernathy S, 35,  Vance J
 Mia,  Adams,  Fairfax O,  Ormsby M, 193145, 7, 41,  Whitmore H, 36,  Kingsley D, 21,  Fairfax O, 12,  Fitzwilliam E
 Emma,  Walker,  Marlowe S,  Kingsley H, 184373, 8, 17,  Ingram O, 31,  Galloway J, 38,  Marlowe S, 16,  Ormsby M
 Isabella,  Martin,  Kingsley O,  Montgomery O, 175514, 9, 11,  Wainwright J, 35,  Vance J, 24,  Blackwood I, 3,  Kingsley O
 William,  Hernandez,  Ashford S,  Beaumont S, 154730, 10, 16,  Ormsby M, 26,  Whitmore C, 3,  Kingsley O, 15,  Haverford G
 Layla,  Green,  Ashford S,  Ravenscroft A, 167430, 11, 2,  Greystone M, 14,  Beaumont S, 4,  Eversley A, 40,  Montgomery O
 Olivia,  Wilson,  Quincy B,  Montgomery C, 167375, 12, 13,  Radcliffe L, 15,  Haverford G, 28,  Ainsworth G, 23,  Ravenscroft A
 Joseph,  Perez,  Marlowe B,  Eversley A, 184304, 7, 4,  Eversley A, 16,  Ormsby M, 27,  Underwood M, 11,  Wainwright J
 Evelyn,  Torres,  Kingsley D,  Underwood M, 190917, 8, 32,  Ravenscroft S, 14,  Beaumont S, 28,  Ainsworth G, 38,  Marlowe S
 Aria,  Flores,  Underwood M,  Haverford G, 111415, 9, 6,  Fitzwilliam J, 22,  Ellsworth G, 30,  Sinclair J, 16,  Ormsby M
 Levi,  Harris,  Whitmore C,  Ainsworth G, 119611, 10, 5,  Tennyson C, 10,  Greystone O, 3,  Kingsley O, 27,  Underwood M
 Scarlett,  Wilson,  Marlowe S,  Marlowe S, 144082, 11, 5,  Tennyson C, 16,  Ormsby M, 40,  Montgomery O, 6,  Fitzwilliam J
 Aiden,  Nguyen,  Whitmore H,  Wainwright J, 191832, 12, 20,  Fairfax R, 4,  Eversley A, 16,  Ormsby M, 19,  Montgomery C
 Mila,  Nelson,  Radcliffe L,  Ravenscroft A, 148689, 7, 39,  Abernathy S, 21,  Fairfax O, 20,  Fairfax R, 28,  Ainsworth G
 Isabella,  Mitchell,  Haverford G,  Galloway J, 115029, 8, 15,  Haverford G, 11,  Wainwright J, 22,  Ellsworth G, 40,  Montgomery O
 Wyatt,  Scott,  Greystone O,  Marlowe B, 115902, 9, 33,  Langley G, 24,  Blackwood I, 9,  Quincy B, 3,  Kingsley O
 Ethan,  Williams,  Ravenscroft A,  Ingram O, 132871, 10, 25,  Ravenscroft S, 11,  Wainwright J, 1,  Marlowe B, 22,  Ellsworth G
 Oliver,  Miller,  Underwood M,  Fitzwilliam J, 130015, 11, 33,  Langley G, 4,  Eversley A, 16,  Ormsby M, 19,  Montgomery C
 Nora,  Walker,  Yardley A,  Greystone M, 103200, 12, 35,  Vance J, 19,  Montgomery C, 5,  Tennyson C, 37,  Davenport W
 Ellie,  Gonzalez,  Galloway J,  Ravenscroft S, 130282, 7, 21,  Fairfax O, 31,  Galloway J, 19,  Montgomery C, 25,  Ravenscroft S
 Aiden,  Scott,  Haverford G,  Haverford G, 102138, 8, 20,  Fairfax R, 3,  Kingsley O, 4,  Eversley A, 37,  Davenport W
 Samuel,  Young,  Ravenscroft S,  Fitzwilliam J, 194037, 9, 34,  Rutherford E, 29,  Montgomery C, 30,  Sinclair J, 33,  Langley G
 Liam,  Rodriguez,  Haverford G,  Greystone M, 122203, 10, 29,  Montgomery C, 13,  Radcliffe L, 14,  Beaumont S, 15,  Haverford G
 Joseph,  Rivera,  Langley G,  Ellsworth G, 131396, 11, 41,  Whitmore H, 19,  Montgomery C, 23,  Ravenscroft A, 22,  Ellsworth G
